文件名,参考文本,识别结果,CER(%),错误数,总字符数,严重程度
"DF0001_0316.wav","幺五六零四七","156047。",100,6,6,"重度"
"DF0001_0317.wav","幺三九五六四","幺三九五六四。",0,0,6,"轻度 / 正常"
"DF0001_0318.wav","幺三九五六四","139564。",100,6,6,"重度"
"DF0001_0319.wav","幺三九五六四","幺三九五六四。",0,0,6,"轻度 / 正常"
"DF0001_0320.wav","六二一幺九四","六二一幺九四。",0,0,6,"轻度 / 正常"
"DF0001_0321.wav","六二一幺九四","六二一幺九四。",0,0,6,"轻度 / 正常"
"DF0001_0322.wav","六二一幺九四","六二一幺九四。",0,0,6,"轻度 / 正常"
"DF0001_0323.wav","一六七五幺二","一六七五幺二。",0,0,6,"轻度 / 正常"
"DF0001_0324.wav","一六七五幺二","一六七五幺二。",0,0,6,"轻度 / 正常"
"DF0001_0325.wav","一六七五幺二","一六七五幺二。",0,0,6,"轻度 / 正常"
"DF0001_0326.wav","七六四幺零八","七六四幺零八。",0,0,6,"轻度 / 正常"
"DF0001_0327.wav","七六四幺零八","七六四幺零八。",0,0,6,"轻度 / 正常"
"DF0001_0328.wav","七六四幺零八","七六四幺零八。",0,0,6,"轻度 / 正常"
"DF0001_0329.wav","二零五九八六","205986。",100,6,6,"重度"
"DF0001_0330.wav","二零五九八六","205986。",100,6,6,"重度"
"DF0001_0331.wav","二零五九八六","二零五九八六。",0,0,6,"轻度 / 正常"
"DF0001_0332.wav","六九八三零五","698305。",100,6,6,"重度"
"DF0001_0333.wav","六九八三零五","六九八三零五。",0,0,6,"轻度 / 正常"
"DF0001_0334.wav","六九八三零五","698305。",100,6,6,"重度"
"DF0001_0335.wav","六零七八九三","六零七八九三。",0,0,6,"轻度 / 正常"
"DF0001_0336.wav","六零七八九三","607893。",100,6,6,"重度"
"DF0001_0337.wav","六零七八九三","六零七三九三。",16.67,1,6,"中度"
"DF0001_0338.wav","六二零四八一","六二零四八一。",0,0,6,"轻度 / 正常"
"DF0001_0339.wav","六二零四八一","六二零四八一。",0,0,6,"轻度 / 正常"
"DF0001_0340.wav","六二零四八一","六二零四单一。",16.67,1,6,"中度"
"DF0001_0341.wav","你好米雅开暖白光","你好，米娅在哪来过？",62.5,5,8,"重度"
"DF0001_0342.wav","你好米雅确认关闭","你好，米亚确认关闭。",12.5,1,8,"中度"
"DF0001_0343.wav","你好米雅再暗一点","你好，明雅，再暗一点。",12.5,1,8,"中度"
"DF0001_0344.wav","你好米雅颜色淡些","你好，明雅，颜色淡些。",12.5,1,8,"中度"
"DF0001_0345.wav","你好米雅调亮灯光","你好，明雅调亮灯光。",12.5,1,8,"中度"
"DF0001_0346.wav","你好米雅朝后走","你很迷啊，朝后走。",42.86,3,7,"重度"
"DF0001_0347.wav","你好米雅智能防着凉","你好，米娅，智能防着梁。",22.22,2,9,"中度"
"DF0001_0348.wav","你好米雅打开显示灯光","你好，明雅，打开显示灯光。",10,1,10,"轻度 / 正常"
"DF0001_0349.wav","你好米雅开下左边灯","你好，明了，开下左边灯。",22.22,2,9,"中度"
"DF0001_0350.wav","你好米雅退出程序","你好，美呀，退出程序。",25,2,8,"中度"
"DF0001_0351.wav","你好米雅暂停一会","你好，米亚，暂停一会儿。",25,2,8,"中度"
"DF0001_0352.wav","你好米雅风量小一点","你好，米亚风量小一点。",11.11,1,9,"中度"
"DF0001_0353.wav","你好米雅声音减小","你好，明朗，声音减小。",25,2,8,"中度"
"DF0001_0354.wav","你好米雅调亮一些","你好，米呀，调另一间。",37.5,3,8,"重度"
"DF0001_0355.wav","你好米雅停止上下摆动","你好，明了，停止上下摆动。",20,2,10,"中度"
"DF0001_0356.wav","你好米雅开下左边炉灶","你好，明雅，开下左边炉灶。",10,1,10,"轻度 / 正常"
"DF0001_0357.wav","你好米雅智能开启","你好，咪呀智能开启。",25,2,8,"中度"
"DF0001_0358.wav","你好米雅空调十七度","你好，米亚空调17度。",33.33,3,9,"重度"
"DF0001_0359.wav","你好米雅升高四度","你好，米亚身高4米。",50,4,8,"重度"
"DF0001_0360.wav","你好米雅空调降低四度","你好，米亚空调降低四度。",10,1,10,"轻度 / 正常"
"DF0001_0361.wav","你好米雅开干燥","你好，明亚开干燥。",28.57,2,7,"中度"
"DF0001_0362.wav","你好米雅旋转","你好，明雅娟娟。",50,3,6,"重度"
"DF0001_0363.wav","你好米雅天气怎么样","你好，明天天气怎么样？",22.22,2,9,"中度"
"DF0001_0364.wav","你好米雅开二号","你好，明雅开二号。",14.29,1,7,"中度"
"DF0001_0365.wav","你好米雅音量大些","你好，明朗，音量大些。",25,2,8,"中度"
"DF0001_0366.wav","你好米雅强效杀菌关闭","你好，米亚强效杀菌关闭。",10,1,10,"轻度 / 正常"
"DF0001_0367.wav","你好米雅确定","你好，明雅确定。",16.67,1,6,"中度"
"DF0001_0368.wav","你好米雅风小一点","你好，明雅风小一点。",12.5,1,8,"中度"
"DF0001_0369.wav","你好米雅中度风","你好，迷呀，中度风。",28.57,2,7,"中度"
"DF0001_0370.wav","你好米雅取消关闭机器人","你好，米亚，取消关闭机器人。",9.09,1,11,"轻度 / 正常"
"DF0001_0371.wav","你好米雅向右前方走两步","你好，明眼，向右前方走两步。",18.18,2,11,"中度"
"DF0001_0372.wav","你好米雅帮我卸载","你好，迷呀，帮我卸载。",25,2,8,"中度"
"DF0001_0373.wav","你好米雅语音管家","你好，咪呀，语音管家。",25,2,8,"中度"
"DF0001_0374.wav","你好米雅定时十小时","你好，明雅，定时十小时。",11.11,1,9,"中度"
"DF0001_0375.wav","你好米雅音量较小","你好，明朗，音量调小。",37.5,3,8,"重度"
"DF0001_0376.wav","你好米雅继续","你好，迷人，继续。",33.33,2,6,"重度"
"DF0001_0377.wav","你好米雅报下天气","你好，绵阳高霞天气。",50,4,8,"重度"
"DF0001_0378.wav","你好米雅睡眠模式","你好，明雅睡眠模式。",12.5,1,8,"中度"
"DF0001_0379.wav","你好米雅我要点餐","你好，咪呀，我要点餐。",25,2,8,"中度"
"DF0001_0380.wav","你好米雅温度有点高","你好，米亚温度有点高。",11.11,1,9,"中度"
"DF0001_0381.wav","你好米雅开暖白灯","你好，明雅开暖白灯。",12.5,1,8,"中度"
"DF0001_0382.wav","你好米雅开中性光","你好，美雅开中性光。",12.5,1,8,"中度"
"DF0001_0383.wav","你好米雅安防模式","你好，米亚安防模式。",12.5,1,8,"中度"
"DF0001_0384.wav","你好米雅顺时针动","你好美呀，顺时针转。",37.5,3,8,"重度"
"DF0001_0385.wav","你好米雅两分二十秒","你好，men,两分二十秒。",33.33,3,9,"重度"
"DF0001_0386.wav","你好米雅调小点火","你好，迷养，条条点火。",50,4,8,"重度"
"DF0001_0387.wav","你好米雅开正白色光","你好，米呀，开正白色光。",11.11,1,9,"中度"
"DF0001_0388.wav","你好米雅替我关机","你好，没雅替我关机。",12.5,1,8,"中度"
"DF0001_0389.wav","你好米雅帮我取消","你好，美呀，帮我取消。",25,2,8,"中度"
"DF0001_0390.wav","你好米雅打开上一频道","你好，明雅，打开上一频道。",10,1,10,"轻度 / 正常"
"DF0001_0391.wav","省电","省电。",0,0,2,"轻度 / 正常"
"DF0001_0392.wav","省电","省电。",0,0,2,"轻度 / 正常"
"DF0001_0393.wav","省电","省电。",0,0,2,"轻度 / 正常"
"DF0001_0394.wav","蓝牙","南阳。",100,2,2,"重度"
"DF0001_0395.wav","蓝牙","狼牙，",50,1,2,"重度"
"DF0001_0396.wav","蓝牙","哎呀，",100,2,2,"重度"
"DF0001_0397.wav","频道","频道。",0,0,2,"轻度 / 正常"
"DF0001_0398.wav","频道","凭证。",100,2,2,"重度"
"DF0001_0399.wav","频道","品种。",100,2,2,"重度"
"DF0001_0400.wav","灯","然后，",200,2,1,"重度"
"DF0001_0401.wav","灯","灯灯。",100,1,1,"重度"
"DF0001_0402.wav","灯","哼，憎。",200,2,1,"重度"
"DF0001_0403.wav","调到","调整。",50,1,2,"重度"
"DF0001_0404.wav","调到","好的。",100,2,2,"重度"
"DF0001_0405.wav","调到","强壮。",100,2,2,"重度"
"DF0006_0001.wav","小度小度","小度小度。",0,0,4,"轻度 / 正常"
"DF0006_0002.wav","小度小度","小兔小兔。",50,2,4,"重度"
"DF0006_0003.wav","小度小度","小杜小杜。",50,2,4,"重度"
"DF0006_0004.wav","小度小度","小度小度。",0,0,4,"轻度 / 正常"
"DF0006_0005.wav","小度小度","小度小度。",0,0,4,"轻度 / 正常"
"DF0006_0006.wav","小爱同学","小爱同学。",0,0,4,"轻度 / 正常"
"DF0006_0007.wav","小爱同学","小爱同学。",0,0,4,"轻度 / 正常"
"DF0006_0008.wav","小爱同学","小艾同学。",25,1,4,"中度"
"DF0006_0009.wav","小爱同学","小艾同学。",25,1,4,"中度"
"DF0006_0010.wav","小爱同学","小艾同学。",25,1,4,"中度"
"DF0006_0011.wav","天猫精灵","拆猫经营。",75,3,4,"重度"
"DF0006_0012.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DF0006_0013.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DF0006_0014.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DF0006_0015.wav","天猫精灵","天猫精灵。",0,0,4,"轻度 / 正常"
"DF0006_0016.wav","你好小布","你好，小布。",0,0,4,"轻度 / 正常"
"DF0006_0017.wav","你好小布","你好小布。",0,0,4,"轻度 / 正常"
"DF0006_0018.wav","你好小布","你好小布。",0,0,4,"轻度 / 正常"
"DF0006_0019.wav","你好小布","你好，小布。",0,0,4,"轻度 / 正常"
"DF0006_0020.wav","你好小布","你好，小布。",0,0,4,"轻度 / 正常"
"DF0006_0021.wav","小艺小艺","小艺小艺。",0,0,4,"轻度 / 正常"
"DF0006_0022.wav","小艺小艺","小艺小艺。",0,0,4,"轻度 / 正常"
"DF0006_0023.wav","小艺小艺","小艺小艺。",0,0,4,"轻度 / 正常"
"DF0006_0024.wav","小艺小艺","小艺小艺。",0,0,4,"轻度 / 正常"
"DF0006_0025.wav","小艺小艺","小一小一。",50,2,4,"重度"
"DF0006_0026.wav","小溪你好","小新你好。",25,1,4,"中度"
"DF0006_0027.wav","小溪你好","小溪你好。",0,0,4,"轻度 / 正常"
"DF0006_0028.wav","小溪你好","小溪你好。",0,0,4,"轻度 / 正常"
"DF0006_0029.wav","小溪你好","小新你好。",25,1,4,"中度"
"DF0006_0030.wav","小溪你好","小新你好。",25,1,4,"中度"
"DF0006_0031.wav","Hey Siri","嘿，欣蕊。",100,7,7,"重度"
"DF0006_0032.wav","Hey Siri","嘿，希尔。",100,7,7,"重度"
"DF0006_0033.wav","Hey Siri","嘿希瑞。",100,7,7,"重度"
"DF0006_0034.wav","Hey Siri","嘿嘿新闻。",100,7,7,"重度"
"DF0006_0035.wav","Hey Siri","嘿，亲。",100,7,7,"重度"
"DF0006_0036.wav","小德小德","晓得晓得。",100,4,4,"重度"
"DF0006_0037.wav","小德小德","晓得晓得。",100,4,4,"重度"
"DF0006_0038.wav","小德小德","晓得晓得。",100,4,4,"重度"
"DF0006_0039.wav","小德小德","晓得晓得。",100,4,4,"重度"
"DF0006_0040.wav","小德小德","晓得晓得。",100,4,4,"重度"
"DF0006_0041.wav","灵犀灵犀","银溪银溪。",100,4,4,"重度"
"DF0006_0042.wav","灵犀灵犀","银溪银溪。",100,4,4,"重度"
"DF0006_0043.wav","灵犀灵犀","灵犀灵犀。",0,0,4,"轻度 / 正常"
"DF0006_0044.wav","灵犀灵犀","灵溪灵溪。",50,2,4,"重度"
"DF0006_0045.wav","灵犀灵犀","灵犀灵犀。",0,0,4,"轻度 / 正常"
"DF0006_0046.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DF0006_0047.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DF0006_0048.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DF0006_0049.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DF0006_0050.wav","小冰小冰","小兵小兵。",50,2,4,"重度"
"DF0006_0051.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0006_0052.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0006_0053.wav","打开空调","打开空调。",0,0,4,"轻度 / 正常"
"DF0006_0054.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DF0006_0055.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DF0006_0056.wav","关闭空调","关闭空调。",0,0,4,"轻度 / 正常"
"DF0006_0057.wav","开灯","开灯。",0,0,2,"轻度 / 正常"
"DF0006_0058.wav","开灯","还蒸。",100,2,2,"重度"
"DF0006_0059.wav","开灯","台灯。",50,1,2,"重度"
"DF0006_0060.wav","关灯","关灯。",0,0,2,"轻度 / 正常"
"DF0006_0061.wav","关灯","关灯。",0,0,2,"轻度 / 正常"
"DF0006_0062.wav","关灯","关灯。",0,0,2,"轻度 / 正常"
"DF0006_0063.wav","拉开窗帘","拉开窗帘。",0,0,4,"轻度 / 正常"
"DF0006_0064.wav","拉开窗帘","拉开窗帘。",0,0,4,"轻度 / 正常"
"DF0006_0065.wav","拉开窗帘","打开窗帘。",25,1,4,"中度"
"DF0006_0066.wav","关闭窗帘","关闭窗帘。",0,0,4,"轻度 / 正常"
"DF0006_0067.wav","关闭窗帘","关闭窗帘。",0,0,4,"轻度 / 正常"
"DF0006_0068.wav","关闭窗帘","关闭窗帘。",0,0,4,"轻度 / 正常"
"DF0006_0069.wav","全部打开","全部打开。",0,0,4,"轻度 / 正常"
"DF0006_0070.wav","全部打开","全部打开。",0,0,4,"轻度 / 正常"
"DF0006_0071.wav","全部打开","全部打开。",0,0,4,"轻度 / 正常"
"DF0006_0072.wav","全部关闭","全部关闭。",0,0,4,"轻度 / 正常"
"DF0006_0073.wav","全部关闭","全部关闭。",0,0,4,"轻度 / 正常"
"DF0006_0074.wav","全部关闭","全部关闭。",0,0,4,"轻度 / 正常"
"DF0006_0075.wav","重新开始","重新开始。",0,0,4,"轻度 / 正常"
"DF0006_0076.wav","重新开始","重新开始。",0,0,4,"轻度 / 正常"
"DF0006_0077.wav","重新开始","重新开始。",0,0,4,"轻度 / 正常"
"DF0006_0078.wav","播放上一首","播放上一首。",0,0,5,"轻度 / 正常"
"DF0006_0079.wav","播放上一首","播放上一首。",0,0,5,"轻度 / 正常"
"DF0006_0080.wav","播放上一首","播放上一首。",0,0,5,"轻度 / 正常"
"DF0006_0081.wav","播放下一首","播放下一首。",0,0,5,"轻度 / 正常"
"DF0006_0082.wav","播放下一首","拨号下一首。",40,2,5,"重度"
"DF0006_0083.wav","播放下一首","播放下一首。",0,0,5,"轻度 / 正常"
"DF0006_0084.wav","打开蓝牙","打开蓝牙。",0,0,4,"轻度 / 正常"
"DF0006_0085.wav","打开蓝牙","打开蓝牙。",0,0,4,"轻度 / 正常"
"DF0006_0086.wav","打开蓝牙","打开蓝牙。",0,0,4,"轻度 / 正常"
"DF0006_0087.wav","替我取消暂停","替我取消阵型。",33.33,2,6,"重度"
"DF0006_0088.wav","替我取消暂停","替我取消暂停。",0,0,6,"轻度 / 正常"
"DF0006_0089.wav","替我取消暂停","替我取消省钱。",33.33,2,6,"重度"
"DF0006_0090.wav","帮忙暂停","帮忙暂停。",0,0,4,"轻度 / 正常"
"DF0006_0091.wav","帮忙暂停","猫王表情。",100,4,4,"重度"
"DF0006_0092.wav","帮忙暂停","帮忙暂停。",0,0,4,"轻度 / 正常"
"DF0006_0093.wav","打开后一集","打开后一集。",0,0,5,"轻度 / 正常"
"DF0006_0094.wav","打开后一集","打开后一集。",0,0,5,"轻度 / 正常"
"DF0006_0095.wav","打开后一集","打开后一集。",0,0,5,"轻度 / 正常"
"DF0006_0096.wav","降低音量","降低音量。",0,0,4,"轻度 / 正常"
"DF0006_0097.wav","降低音量","降低音量。",0,0,4,"轻度 / 正常"
"DF0006_0098.wav","降低音量","降低音量。",0,0,4,"轻度 / 正常"
"DF0006_0099.wav","打开上一集","打开上一集。",0,0,5,"轻度 / 正常"
"DF0006_0100.wav","打开上一集","打开上一集。",0,0,5,"轻度 / 正常"
"DF0006_0101.wav","打开上一集","打开上一集。",0,0,5,"轻度 / 正常"
"DF0006_0102.wav","开启省电","开心盛宴。",75,3,4,"重度"
"DF0006_0103.wav","开启省电","开启省电。",0,0,4,"轻度 / 正常"
"DF0006_0104.wav","开启省电","开启省电。",0,0,4,"轻度 / 正常"
"DF0006_0105.wav","音量调大","银耳调大。",50,2,4,"重度"
"DF0006_0106.wav","音量调大","音量调大。",0,0,4,"轻度 / 正常"
"DF0006_0107.wav","音量调大","音量调大。",0,0,4,"轻度 / 正常"
"DF0006_0108.wav","调到下一频道","调到下一频道。",0,0,6,"轻度 / 正常"
"DF0006_0109.wav","调到下一频道","调到下一频道。",0,0,6,"轻度 / 正常"
"DF0006_0110.wav","调到下一频道","调到下一频道。",0,0,6,"轻度 / 正常"
"DF0006_0111.wav","左右扫风停","左右扫风停。",0,0,5,"轻度 / 正常"
"DF0006_0112.wav","温度调小到二十三度","温度调调小到二十三度。",11.11,1,9,"中度"
"DF0006_0113.wav","变温室温度设为负十八摄氏度档","变温室温度设为负十八摄氏度档。",0,0,14,"轻度 / 正常"
"DF0006_0114.wav","冷藏变温设为果蔬","冷藏变温设为果蔬。",0,0,8,"轻度 / 正常"
"DF0006_0115.wav","冷冻温度设为负十五摄氏度档","冷冻温度设为负十五摄氏度档。",0,0,13,"轻度 / 正常"
"DF0006_0116.wav","冷冻温度设为负十六度档","冷冻温度设为负十六度档。",0,0,11,"轻度 / 正常"
"DF0006_0117.wav","把空调温度降低到十七度","把空调温度降低到十七度。",0,0,11,"轻度 / 正常"
"DF0006_0118.wav","烦请把空调温度放到二十一度","烦请把空调温度放到二十一度。",0,0,13,"轻度 / 正常"
"DF0006_0119.wav","变温温度设定负九度档","变温温度设定负九度档。",0,0,10,"轻度 / 正常"
"DF0006_0120.wav","变温温度调至四度档","变温温度调至四度档。",0,0,9,"轻度 / 正常"
"DF0006_0121.wav","请你把空调温度设设成三十度","请你把空调温度设成三十度。",7.69,1,13,"轻度 / 正常"
"DF0006_0122.wav","麻烦帮我把空调温度设置为十七","麻烦帮我把空调温度设置为十七。",0,0,14,"轻度 / 正常"
"DF0006_0123.wav","变温室温度设定两度档","变温室温度设定两度档。",0,0,10,"轻度 / 正常"
"DF0006_0124.wav","请帮我把空调温度调整到二十六度","请帮我把空调温度调整到26度。",20,3,15,"中度"
"DF0006_0125.wav","我需要打开空调温度到二十四","我需要打开空调温度到二十四。",0,0,13,"轻度 / 正常"
"DF0006_0126.wav","调高五度","调高5度。",25,1,4,"中度"
"DF0006_0127.wav","变温室温度调至零下十二度","变温室温度调至零下十二度。",0,0,12,"轻度 / 正常"
"DF0006_0128.wav","变温温度调至负一摄氏度档","变温温度调至负一摄氏度档。",0,0,12,"轻度 / 正常"
